ID,Severity,Area,Title,Evidence,Impact,Recommendation,Confidence,Status,Remediation,Verification
CAL-009,متوسط,التقويم,أحداث Google all-day تفقد دلالتها,الأحداث ذات `start.date` تحول إلى `T00:00:00.000Z` (`server.js:2831-2832`).,قد تتحول من all-day إلى حدث وقتي وتتحرك بالتوقيت المحلي.,خزن نوع all-day منفصلاً واستخدم حقول date لا dateTime عند المزامنة.,مؤكد,مصحح ومختبر,أحداث all-day تحتفظ بـdate/endDate بدلاً من تحويلها إلى وقت مزيف.,tools/timezone-tests.mjs + tools/server-smoke.mjs
CAL-010,متوسط,التقويم,التحقق من timezone شكلي فقط,`cleanTimezone` يفحص regex (`server.js:1512-1514`) ولا يتحقق أن الاسم IANA موجود.,قيمة تركيبها صحيح لكن غير موجودة تمر ثم تفشل عند التنسيق أو المزود.,تحقق عبر `Intl.DateTimeFormat` أو قائمة IANA، وأرجع 400 واضحاً.,مؤكد,مصحح ومختبر,التحقق صار عبر Intl/IANA فعلي مع اختبارات مناطق صالحة وغير صالحة وDST.,tools/timezone-tests.mjs + tools/server-smoke.mjs
CAL-011,متوسط,UX التقويم,رسالة الواجهة توحي بالإرسال قبل التسليم,`calendar.js:178` يقول «تم تجهيز ... للإرسال» بينما العنصر قد يكون dev-logged/queued/retry/failed.,المستخدم يظن أن التذكير وصل فعلاً.,اعرض حالة delivery الفعلية، ولا تستخدم نجاحاً إلا بعد provider acknowledgment.,مؤكد,مصحح ومختبر,الواجهة تقول تم تجهيز التذكير للإرسال ولا تدعي أنه سُلّم قبل نتيجة مزود البريد.,tools/timezone-tests.mjs + tools/server-smoke.mjs
MAIL-001,عالٍ,البريد والمهام,عنصر البريد قد يعلق في `sending` إلى الأبد,العامل يعالج queued/retry فقط، ثم يضع sending قبل الاتصال (`server.js:1701-1710`) ولا يوجد recovery لـstale sending.,تعطل العملية بعد الحفظ يوقف الرسالة نهائياً بلا retry.,استخدم lease/visibility timeout وأعد stale sending إلى retry.,مؤكد,مصحح ومختبر,أضيف lease واسترجاع تلقائي لعناصر sending المتقادمة وdead-letter بعد الحد الأقصى.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
MAIL-002,عالٍ,البريد والمهام,إمكانية إرسال مكرر بعد crash,قد يقبل المزود الرسالة قبل حفظ status=sent؛ بعد restart قد تبقى queued/retry وتُرسل ثانية.,رسائل تحقق/فوترة/تذكير مكررة وتدهور الثقة.,مرر idempotency key ثابتاً للمزود وخزن transition داخل transactional outbox.,مؤكد,مخفف — بقي قيد معروف,أضيف idempotency header ثابت وتثبيت حالة قبل/بعد الإرسال؛ التكرار بعد crash يبقى ممكناً إذا كان المزود نفسه لا يدعم idempotency.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
MAIL-003,عالٍ,البريد والبيانات,الطابور يحذف الأقدم بصمت عند 500,"`queueMail` ينفذ `unshift` ثم `slice(0,500)` (`server.js:1667-1669`).",أثناء outage أو burst تختفي رسائل قديمة لم ترسل من دون alert أو dead-letter.,لا تقص queued items؛ طبق retention على sent فقط، واستخدم dead-letter وbackpressure.,مؤكد,مصحح ومختبر,أزيل حذف الأقدم الصامت واستُبدل backpressure وحد أقصى واضح.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
MAIL-004,متوسط,البريد والمهام,العامل داخل العملية بحد 20 كل دورة دون SLA واضح,`processMailOutbox` يتوقف بعد 20 (`server.js:1701-1704`) والدورة كل 60 ثانية.,تراكم الطابور قد يسبب تأخيراً كبيراً، خاصة بعد outage.,استخدم queue worker قابل للقياس، concurrency مضبوط، ومقاييس age/lag.,مؤكد,مخفف — بقي قيد معروف,كبرت الدفعات وأضيفت leases ومقاييس/حالات، لكن العامل ما زال داخل العملية ولا يوجد SLA queue خارجي.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-001,عالٍ,الفوترة,حساب نهاية الشهر غير صحيح عند نهايات الأشهر,`periodEndForPlan` يستخدم `setUTCMonth(+1)` (`server.js:1868-1873`)؛ مثال 31 يناير يمكن أن ينقلب إلى مارس.,فترات اشتراك وفواتير وتجديدات محلية خاطئة.,استخدم periodEnd من المزود أو calendar arithmetic مع clamp لآخر يوم صالح.,مؤكد,مصحح ومختبر,حساب الأشهر صار calendar-safe عند نهايات الشهر.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-002,عالٍ,الخصوصية والفوترة,checkout الخارجي يضع user id والبريد في query string,`server.js:2017-2023` يضيف `metadata_user_id` و`customer_email` إلى URL.,PII تتسرب إلى history، proxy/CDN logs، analytics وReferer.,أنشئ session server-to-server وأرسل browser إلى opaque URL؛ لا تضع PII في query.,مؤكد,مصحح ومختبر,checkout العام server-to-server ولا يضع user id أو البريد في query string.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-003,عالٍ,الخصوصية والفوترة,بوابة الفوترة العامة تضع user id والبريد في URL,`server.js:2051-2054`.,نفس تسريب PII وإمكانية العبث بالمعلمات عند مزود عام.,استخدم token قصير العمر server-generated أو API provider موثقة.,مؤكد,مصحح ومختبر,بوابة الفوترة لا تحمل PII داخل URL؛ الخادم ينشئ الجلسة لدى المزود.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-004,عالٍ,سلامة المعاملات,Idempotency-Key اختياري في عمليات الفوترة,`requestIdempotencyKey` يعيد فارغاً للمفتاح غير الصالح (`server.js:1907-1910`) والـrecord functions تتجاهل المفتاح الفارغ.,إعادة الطلب بسبب timeout/double-click قد تنشئ عمليات مكررة.,اجعل المفتاح إلزامياً للعمليات المالية وأرجع 428/400 عند غيابه.,مؤكد,مصحح ومختبر,Idempotency-Key إلزامي لعمليات checkout/change/cancel/portal الحساسة.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-005,عالٍ,webhooks,توقيع webhook العام بلا timestamp أو replay window,المزود غير Stripe يتحقق HMAC للجسم فقط (`server.js:3065-3068`).,طلب صحيح مسجل يمكن إعادة تشغيله لاحقاً.,ضمّن timestamp وevent id في التوقيع وارفض خارج نافذة قصيرة.,مؤكد,مصحح ومختبر,توقيع webhook العام يشمل timestamp وeventId وrawBody مع replay window.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-006,عالٍ,webhooks,حدث بلا ID يحصل على ID عشوائي ويصبح قابلاً للتكرار,الـroute يستخدم `normalized.id || ... || newId()` (`server.js:3767-3769`).,نفس webhook بلا ID يطبق مرات متعددة.,ارفض أي webhook مالي بلا event id موثوق، أو اشتق fingerprint deterministic من payload.,مؤكد,مصحح ومختبر,الأحداث بلا ID تُرفض بدلاً من إعطائها معرفاً عشوائياً.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-007,عالٍ,webhooks,منع التكرار يعتمد آخر 500 حدث فقط,"التحقق يبحث في `db.paymentEvents` ثم القائمة تقص إلى 500 (`server.js:3769,3775-3776`).",حدث قديم بعد خروجه من القائمة يمكن إعادة تطبيقه.,جدول idempotency دائم keyed بالprovider event id مع unique constraint وretention طويل.,مؤكد,مصحح ومختبر,معرفات webhook محفوظة بشكل دائم بدلاً من نافذة آخر 500 فقط.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-008,حرج,Stripe/fraud controls,منح entitlement لا يطابق price/amount/currency المتوقعة,`normalizeBillingWebhook` يقرأ metadata/amount/currency (`server.js:3092-3138`) ثم الـroute يختار الخطة من metadata/local state ويطبقها، من دون تحقق صارم من Price ID والمبلغ والعملة وحالة session مقابل إعداد الخطة.,خطأ إعداد أو event غير متوقع قد يمنح خطة مدفوعة بسعر/منتج غير صحيح.,تحقق من livemode، account، price IDs، currency، amount، payment_status، ownership، واسترجع object من Stripe عند الشك قبل منح الوصول.,مؤكد,مصحح ومختبر,لا تُمنح entitlements إلا بعد مطابقة المستخدم والخطة وprice/amount/currency وحالة الدفع.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-009,متوسط,الفوترة,حالة محلية قد تنفصل عن حالة المزود العام,مسارات تغيير/إلغاء الخطة تسجل محلياً وتنتظر portal/webhook؛ الرسائل تعترف بأن التأكيد خارجي.,المستخدم يرى حالة pending/canceling لا تعكس الواقع إذا webhook ضاع.,نفّذ reconciliation job دوري من المزود واجعل provider هو source of truth.,مؤكد,مخفف — بقي قيد معروف,قويت webhooks والتكرار والعقود، لكن لا توجد مهمة reconciliation دورية تقارن كل الاشتراكات بالمزود الخارجي.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
PAY-010,متوسط,الفوترة والعملات,الواجهة تفترض دائماً 100 وحدة صغرى,`assets/js/billing.js:12` يقسم `priceCents` على 100 مع currency متغيرة.,قد يظهر سعر خاطئ إذا اختلف exponent أو تغيرت العملة/إعداد المزود.,استخدم currency metadata/Intl.NumberFormat ووحدة صغرى موثقة لكل عملة.,مؤكد,مصحح ومختبر,الواجهة والخادم يستخدمان minorUnit للعملة؛ JOD يعامل بثلاث خانات لا قسمة ثابتة على 100.,tools/server-smoke.mjs + tools/production-hardening-tests.mjs
DATA-001,عالٍ,التخزين المحلي,فشل localStorage يحول التطبيق بصمت إلى ذاكرة مؤقتة,`assets/js/storage.js:9-12` يضع `persistent=false` ثم يكمل في Map، ولا يوجد UI يستعمل `persistent()` للتحذير.,المستخدم يظن أن البيانات محفوظة ثم تختفي عند refresh/إغلاق الصفحة.,أوقف ادعاء الحفظ، اعرض تحذيراً blocking، وقدم export/repair path.,مؤكد,مصحح ومختبر,فشل localStorage يظهر للمستخدم ولا يتحول بصمت إلى ذاكرة مؤقتة في المسارات الحرجة.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-002,متوسط,الخصوصية,بيانات الدراسة المحلية غير مشفرة,المهام والملاحظات والأخطاء والملفات تخزن plaintext في localStorage.,أي XSS أو extension أو مستخدم لنفس profile يمكنه قراءتها.,قلل البيانات الحساسة، وفر قفل/تشفير اختيارياً بمفتاح مشتق، ووضح حدود الخصوصية.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,بيانات المتصفح ما زالت plaintext في localStorage. تشفيرها بلا passphrase/مفتاح جهاز لا يمنع XSS؛ يحتاج WebCrypto مع سر مستخدم أو تخزين منصة آمن.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-003,عالٍ,النسخ والاستعادة,استيراد backup غير ذري ولا ينشئ restore point أولاً,`storage.js:115` يكتب كل key مباشرة؛ فشل quota/كتابة في الوسط قد يترك حالة جزئية.,تلف أو خلط بيانات من دون rollback.,تحقق كاملاً أولاً، أنشئ restore point، اكتب إلى namespace مؤقت، ثم commit/rollback.,مؤكد,مصحح ومختبر,الاستيراد ينشئ restore point، يتحقق من schema والحجم، يكتب ذرياً، يتحقق بعد الكتابة ويرجع تلقائياً عند الفشل.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-004,متوسط,النسخ والاستعادة,الاستيراد لا يفرض version/schema متوافقاً,الـsnapshot يكتب `version:v12` (`storage.js:100-105`) لكن `importBackup` يقبل object عام ولا يتحقق من version/migrations.,نسخة قديمة/جديدة قد تُقبل جزئياً وتنتج بيانات غامضة.,عرف schemaVersion مستقلاً ومهاجرات صريحة، وارفض النسخ غير المدعومة.,مؤكد,مصحح ومختبر,الاستيراد يفرض schema/version مدعومين ويرفض payload غير متوافق.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-005,عالٍ,المزامنة والاستعادة,Cloud restore يكتب localStorage مباشرة ويبتلع الفشل,`backend-client.js:220-244` يتجاوز MT_STORE، ويعمل `catch(_){/* ignore */}` لكل key ثم يعيد count.,استعادة جزئية يمكن أن تظهر كنجاح، مع فقد بيانات بعد `clearSyncData`.,نفّذ transaction محلية/مرحلة تحقق، ولا تمسح القديم قبل ضمان القدرة على كتابة الكل.,مؤكد,مصحح ومختبر,Cloud restore يمر عبر Store API مع تحقق وrollback ولا يكتب localStorage مباشرة.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-006,عالٍ,UX المزامنة,تسجيل الدخول يستبدل بيانات الجهاز افتراضياً,`pages/login.html:26` يجعل `pullData` checked، ثم `auth.js:82` ينفذ replace.,قرار تدميري هو الخيار الافتراضي؛ المستخدم قد يمحو عملاً محلياً من غير فهم كافٍ.,اجعل merge هو الافتراضي، واعرض مقارنة/preview وحجم البيانات قبل replace.,مؤكد,مصحح ومختبر,وضع تسجيل الدخول الافتراضي merge؛ replace يحتاج اختياراً وتحذيراً صريحاً.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-007,متوسط,UX الاستعادة,Restore points موجودة لكن غير قابلة للاكتشاف أو الاسترجاع من UI,`storage.js:107-112` يخزن حتى 5 نقاط، ولا يوجد استعمال آخر لـ`backup:restorePoints`.,شبكة الأمان شكلية؛ المستخدم لا يستطيع العودة منها.,أضف شاشة قائمة/معاينة/استعادة/حذف مع اختبار rollback.,مؤكد,مصحح ومختبر,أضيفت واجهة restore point مرئية وقابلة للاسترجاع.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-008,عالٍ,المزامنة,تغييرات أثناء sync قد تضيع من جدولة الرفع,`scheduleSync()` يرجع مباشرة إذا `state.syncing` (`backend-client.js:247-249`) ولا يضع dirty flag لإعادة التشغيل.,تغيير حدث بعد التقاط snapshot أثناء upload قد يبقى محلياً بلا pending marker حتى تغيير لاحق.,استخدم dirty generation counter؛ بعد انتهاء sync أعد الرفع إذا تغير generation.,مؤكد,مصحح ومختبر,أضيف sync generation/pending durable لمنع ضياع تغيير حدث أثناء الرفع.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-009,متوسط,المزامنة,التعارض لا يملك workflow حل حقيقياً,عند 409 يسجل `lastConflict` ورسالة فقط (`backend-client.js:189-194`)؛ لا توجد شاشة مقارنة حقول/نسخ.,المستخدم لا يعرف أي نسخة ستفوز وقد يلجأ إلى replace عشوائي.,قدم conflict UI، diff، اختيار local/remote/merge لكل collection.,مؤكد,مخفف — بقي قيد معروف,أضيف preview وتحذير conflict و409/CAS، لكن لا توجد واجهة merge ثلاثية الحقول لحل كل تعارض يدوياً.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-010,متوسط,المزامنة,حالة التعارض لا تتحول إلى pending durable,فرع 409 لا يستدعي `markPendingSync`; pending يستخدم فقط للأخطاء الشبكية/5xx.,قد تختفي الحاجة للتدخل من واجهات تعتمد pendingSync.,أنشئ حالة `blocked-conflict` دائمة إلى أن تحل.,مؤكد,مصحح ومختبر,حالة التعارض/pending تُحفظ وتستعاد بدلاً من البقاء في الذاكرة فقط.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-011,متوسط,المزامنة,pending sync مجرد علامة واحدة لا سجل عمليات,"`PENDING_SYNC_KEY` يخزن at/reason فقط (`backend-client.js:7,34-44`).",لا توجد معرفة بما لم يرفع، عدد التغييرات، أو إمكانية replay دقيقة.,خزن durable change journal أو على الأقل generations/checksums لكل snapshot.,مؤكد,مخفف — بقي قيد معروف,pending صار durable ويحمل generation/reason/conflict، لكنه ليس operation log كامل يعيد كل عملية منفردة.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-012,متوسط,المزامنة,دمج last-write-wins بدائي وقد يفقد تعديلات متوازية,`mergeById` يقارن timestamp واحداً ثم يدمج objects سطحياً (`backend-client.js:200-218`).,تعديل جهازين لحقول مختلفة قد يطغى أحدهما على الآخر بلا تنبيه.,استخدم version vectors/field-level merge أو اعتبره conflict صريحاً.,مؤكد,مخفف — بقي قيد معروف,CAS يمنع الكتابة العمياء وmerge يحافظ على الأحدث، لكن last-write-wins على مستوى السجلات لا يحل التعديلات المتوازية داخل العنصر نفسه.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
DATA-013,منخفض,إدارة النسخ,تسميات الإصدارات متضاربة,"app v16، storage prefix/backup v12 (`storage.js:3,100,114`)، DB schema رقم آخر.",يصعب فهم التوافق والمهاجرات والدعم.,"افصل `appVersion`, `storageSchemaVersion`, `dbSchemaVersion` بأسماء واضحة.",مؤكد,مصحح ومختبر,وُحد schema/version المستخدم في التخزين والمزامنة إلى v13 مع قبول ترقية مضبوط.,tools/data-integrity-tests.mjs + tools/server-smoke.mjs + Chromium runtime
LEGAL-001,عالٍ,الامتثال,صفحة القانون تعترف بأن هوية المشغل والضرائب والاختصاص غير مكتملة,"`pages/legal.html:20,41` يطلب إضافة الاسم القانوني والعنوان والضرائب والقانون المختص قبل البيع.",إطلاق مدفوع بهذه الحالة مخاطرة تعاقدية/ضريبية واضحة.,لا تطلق البيع قبل تعبئة بيانات الكيان والسياسات الفعلية ومراجعة قانونية محلية.,مؤكد,مخفف — بقي قيد معروف,الفوترة fail-closed وتبقى مقفلة حتى إدخال اسم وعنوان واختصاص ومعرف ضريبي وبريد قانوني. البيانات الفعلية لم تُخترع ويجب أن يملأها المالك.,tools/server-smoke.mjs + /api/legal/config + assets/js/legal.js
LEGAL-002,متوسط,الامتثال,سياسة الاسترداد والمهلة غير محسومة,`pages/legal.html:36` يقول إن السياسة «يجب أن تظهر قبل البيع».,نزاعات دفع وشكاوى وعدم وضوح للمستخدم.,حدد السياسة والمهل والضرائب قبل تفعيل checkout.,مؤكد,مصحح ومختبر,أصبحت نافذة الاسترداد ونسخة السياسة حقول إعداد إلزامية، وتعرض الصفحة المدة والنسخة من الخادم.,tools/server-smoke.mjs + /api/legal/config + assets/js/legal.js
LEGAL-003,عالٍ,الامتثال والمستخدمون القاصرون,العمر يعتمد self-attestation فقط,signup يطلب checkbox 13+؛ لا يوجد parental consent workflow أو معالجة حسب البلد.,قد لا يكفي للسوق/نوع البيانات، خصوصاً أن المنتج موجه للطلاب.,حدد السوق قانونياً، قلل بيانات القاصرين، وأضف مسار موافقة ولي أمر حيث يلزم. لا تعتبر هذا بديلاً عن استشارة قانونية.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,ما زال العمر self-attestation. التحقق الأبوي/الهوية قرار قانوني ومنتجي يتطلب مزوداً وسياسة بلد، ولا يمكن اختلاقه داخل الكود.,tools/server-smoke.mjs + /api/legal/config + assets/js/legal.js
LEGAL-004,عالٍ,الموافقة القانونية,لا توجد إعادة موافقة عند تغيير النسخة القانونية,"الخادم يخزن `legalVersion` عند التسجيل (`server.js:24,3268`) لكنه لا يفرض re-consent؛ local key مجرد boolean/date (`onboarding-gate.js:2-5`).",مستخدم قد يستمر تحت شروط جديدة من دون قبول موثق.,خزن acceptedLegalVersion/acceptedAt، قارنها بالنسخة الحالية، وامنع الاستخدام الحساس حتى إعادة القبول.,مؤكد,مصحح ومختبر,نسخة قانونية versioned وتُحجب الميزات الحساسة عند قدم الموافقة حتى إعادة القبول.,tools/server-smoke.mjs + /api/legal/config + assets/js/legal.js
LEGAL-005,متوسط,الموافقة القانونية,الموافقة المحلية تسجل قبل نجاح إنشاء الحساب,`assets/js/auth.js:105-107` يستدعي onboarding.accept قبل await signup.,فشل التسجيل يترك الجهاز وكأنه وافق/أكمل onboarding.,انقل التسجيل المحلي بعد نجاح الخادم، وسجل النسخة لا boolean فقط.,مؤكد,مصحح ومختبر,لا تُسجل الموافقة المحلية إلا بعد نجاح إنشاء الحساب/الموافقة الخادمية.,tools/server-smoke.mjs + /api/legal/config + assets/js/legal.js
UX-001,عالٍ,هندسة المنتج,تضخم النطاق: 28 صفحة ومسارات أدوات متداخلة,المشروع يحتوي 1 صفحة رئيسية + 27 صفحة داخل `pages/`، مع workspace/notebook/flashcards/mindmaps/advisor/study وغيرها.,المنتج الذي يعد بتقليل الفوضى يعيد إنتاجها عبر كثرة الوجهات والنماذج الذهنية.,حدد 3-5 رحلات أساسية، ادمج الأدوات الثانوية داخل workspace، وأخفِ الميزات غير الناضجة.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,بقيت 28 صفحة. جرى تقليل dead ends، لكن تقليص نطاق المنتج ودمج الأدوات قرار منتج كبير وليس إصلاحاً آمناً تلقائياً.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-002,متوسط,هندسة المعلومات,صفحة study مسار legacy/dead-end,`pages/study.html` عنوانها «الدراسة لم تعد صفحة منفصلة» لكنها ما زالت صفحة كاملة في التنقل/المنتج.,وجهة غير ضرورية وتشتت وربما SEO/analytics مزدوج.,حوّلها redirect واضحاً أو احذفها بعد migration.,مؤكد,مصحح ومختبر,study.html صار redirect حقيقياً إلى workspace بدلاً من مسار ميت.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-003,عالٍ,التنقل,تكرار طبقات التنقل والتحكم,Header + hamburger + mobile dock + study context rail + command center + page compass + quick capture + reading progress. القياس وجد 5-7 عناصر fixed/sticky بالصفحة.,ازدحام بصري، منافسة على مساحة الهاتف، وزيادة الحمل المعرفي.,اختر نظام تنقل أساسي واحد على الهاتف، واجعل البقية contextual/on-demand.,مؤكد,مخفف — بقي قيد معروف,خففت الطبقات الثابتة على الهاتف وأخفيت الثانوية، لكن بنية التنقل المتعددة ما زالت موجودة على desktop.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-004,متوسط,واجهة الهاتف,عدد كبير من العناصر الثابتة على كل صفحة,تدقيق CDP: كل صفحات الهاتف 5-6 عناصر fixed/sticky، وworkspace desktop وصل 7. الدليل `/mnt/data/bawsala-cdp-audit.json`.,مساحة محتوى أقل واحتمال تداخل مع لوحة المفاتيح/الـsafe area.,قلل chrome الثابت، واختبر keyboard/zoom/safe-area على أجهزة فعلية.,مؤكد,مصحح ومختبر,الطبقات العائمة الثانوية تُخفى على الشاشات الصغيرة وتقل fixed/sticky overlays.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
A11Y-001,عالٍ,إتاحة وتجربة لمس,أهداف لمس كثيرة أصغر من 44×44,القياس: theme/menu 38×38، study rail 34×34، وعدة روابط/أزرار 24-34px. كل صفحة هاتف سجلت 17-23 هدفاً صغيراً.,أخطاء نقر وصعوبة للمستخدمين ذوي الحركة المحدودة.,ارفع الحد الأدنى 44×44 CSS px مع مسافة كافية.,مؤكد,مصحح ومختبر,رفعت أحجام أهداف التفاعل إلى 44px وفحص Chromium يتحقق من عدم وجود أهداف صغيرة في المسارات الحرجة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-005,عالٍ,طول المحتوى,"صفحة المصادر بطول 18,932px على 390px",قياس runtime على `pages/resources.html`.,التصفية لا تعالج كلفة المسح والتمرير؛ الوصول للمصدر المناسب مرهق.,قسم النتائج، أضف counts وsorting وفئات قابلة للطي أو pagination/virtualization وصفحات تفاصيل.,مؤكد,مصحح ومختبر,المصادر أصبحت paginated ولا تُرسم القائمة كاملة دفعة واحدة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-006,متوسط,طول المحتوى,"صفحة calculators بطول 10,510px على الهاتف",قياس runtime.,تكديس أدوات كثيرة في صفحة واحدة يضعف العثور والاستخدام.,استخدم index مختصر، tabs/accordion حقيقي، وتحميل الأداة عند الطلب.,مؤكد,مصحح ومختبر,الحاسبات تعرض أداة واحدة نشطة بدلاً من كل الأدوات عمودياً.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-007,عالٍ,طول المحتوى,"Dashboard بطول 9,221px على الهاتف و5,705px على desktop",قياس runtime.,لوحة القيادة لا تعود لوحة؛ تتحول إلى feed طويل يصعب تحديد الأولوية فيه.,اجعل above-the-fold يحوي المهمة التالية و3 مؤشرات فقط، وانقل التفاصيل لتقارير.,مؤكد,مخفف — بقي قيد معروف,خف الحمل وبعض الطبقات، لكن Dashboard ما زالت صفحة طويلة وتحتاج إعادة تصميم معلوماتي لا مجرد CSS.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-008,متوسط,طول المحتوى,الرئيسية وlegal/workspace طويلة بشكل مفرط,"الهاتف: home 8,245px، legal 7,578px، workspace 6,563px.",ضعف scanability وانخفاض إكمال الرحلات.,اختصر النص، استخدم progressive disclosure، وروابط أقسام واضحة.,مؤكد,مخفف — بقي قيد معروف,أضيفت خريطة أقسام وتخفيف طبقات، لكن legal/workspace والرئيسية ما زالت طويلة نسبياً.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
A11Y-002,متوسط,الدلالات,تسلسل العناوين يقفز من H1 إلى H3,رصد في `pages/resources.html` و`pages/study.html`.,قارئات الشاشة تفهم بنية غير متماسكة.,أعد hierarchy إلى H1→H2→H3.,مؤكد,مصحح ومختبر,أضيفت عناوين مفقودة وصحح التسلسل في الصفحات المفحوصة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UX-009,متوسط,الاتساق اللغوي,خلط العربية والإنجليزية داخل نفس الرحلة,أمثلة: FLOW/MISSION/FOCUS/ERRORS/REPORT/HW وFeature gates وFree/Plus/Best value.,يرفع كلفة الفهم ويجعل المنتج يبدو غير مكتمل التعريب.,اعتمد قاموس مصطلحات وlocale واحداً افتراضياً، مع تبديل كامل لا خليط.,مؤكد,مخفف — بقي قيد معروف,تحسنت النصوص الحرجة، لكن المنتج ما زال يمزج مصطلحات عربية وإنجليزية في أجزاء متعددة.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
UI-001,متوسط,التصميم البصري,اعتماد مفرط على cards يضعف الهرمية,معظم الأقسام والفرعية معروضة داخل بطاقات متشابهة وحدود كثيرة.,كل شيء يبدو بنفس الأهمية؛ المستخدم لا يعرف أين يبدأ.,استخدم مساحات بيضاء وعناوين ومسارات واضحة، واحتفظ بالبطاقات للوحدات التفاعلية فقط.,مؤكد,مخفف — بقي قيد معروف,تحسنت الهرمية في الصفحات الحرجة، لكن نمط card-heavy ما زال جزءاً من design system.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
A11Y-003,متوسط,الحوارات,حوارات مخصصة عديدة بدل `<dialog>` أو مكتبة focus موحدة,CSS يعرف confirm/command/quick-capture/preferences/page-compass كطبقات fixed مخصصة (`app.css:170`).,خطر focus trap، restore focus، inert background وEscape غير المتسق.,وحد modal primitive واحداً واختبر keyboard/screen reader آلياً ويدوياً.,مؤكد,غير مغلق — يتطلب إعادة معمارية/قرار خارجي,الحوار المخصص ما زال مستخدماً. إغلاق البند يحتاج مكوّن dialog موحد مع focus trap/restore واختبارات لوحة مفاتيح.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
PERF-001,متوسط,الأداء الرسومي,استخدام واسع لـbackdrop-filter وعناصر ثابتة,`app.css` يستخدم blur في header/drawer/modals/mobile dock/study rail.,على هواتف ضعيفة قد يرفع GPU cost والبطارية ويؤثر التمرير.,قلل blur، استخدم solid fallback، واختبر على أجهزة Android منخفضة.,مؤكد,مخفف — بقي قيد معروف,عُطل backdrop-filter وأُخفيت طبقات ثابتة ثانوية على الهاتف؛ الكلفة على desktop ما زالت موجودة جزئياً.,tools/frontend-functional-runtime.mjs + tools/performance-budget.mjs + tools/check.mjs
